si_id,si_img,si_name,si_status
158,MESATI_EX1410157510.jpg,โต๊ะกลมโทรศัศน์,1
159,MESATI_EX1410157576.jpg,กลุ่มบริษัทง่วนสูน,1
160,MESATI_EX1410157609.jpg,ศรีนครินทร์ กอล์ฟ,1
161,MESATI_EX1410157787.jpg,โตโยต้า พาราก้อน มอเตอร์,1
162,MESATI_EX1410157815.jpg,ดร.คงกระพัน อินทรแจ้ง,1
163,MESATI_EX1410157842.jpg,Hewleff-Packard,1
164,MESATI_EX1410157918.jpg,เชียงรายเครื่องครัว,1
165,MESATI_EX1410157937.jpg,L & E,1
166,MESATI_EX1410157957.jpg,CommDe,1
167,MESATI_EX1410157989.jpg,PTT Global Chemical PLC,1
168,MESATI_EX1410158017.jpg,บมจ.ซินเน็ค,1
169,MESATI_EX1410158057.jpg,พารากอน สตีล เซอร์วิส เซ็นเตอร์,1
170,MESATI_EX1410158091.jpg,วอยซ์ ทีวี,1
171,MESATI_EX1410158119.jpg,เด่นชัย 39,1
172,MESATI_EX1410158139.jpg,Microsoft,1
173,MESATI_EX1410158174.jpg,PTT Global Chemical PLC,1
174,MESATI_EX1410158195.jpg,คอนเทค เทรดดิ้ง,1
175,MESATI_EX1410158220.jpg,ดร.อารยัน ตระหง่าน,1
176,MESATI_EX1410158244.jpg,SCB พระราม 2,1
177,MESATI_EX1410158259.jpg,Esso,1
178,MESATI_EX1410158296.jpg,ทีมงาน Executive Recruitment,1
179,MESATI_EX1410158324.jpg,ดร.ชญา - รัตติยาจันทรสุ,1
180,MESATI_EX1410158356.jpg,สยามฟาร์มาซูติคอล,1
181,MESATI_EX1410158382.jpg,F & L CS,1
182,MESATI_EX1410158452.jpg,กิตติภัต สุทธิสัมพัทน์,1
183,MESATI_EX1410158776.jpg,DHL Global Forwarding,1
184,MESATI_EX1410158822.jpg,ที.เอ็น.แม็คเน็ท เซ็นเตอร์,1
185,MESATI_EX1410158861.jpg,อดีตนายกรัฐมนตรี ยิ่งลักษณ์,1
186,MESATI_EX1410158889.jpg,เอ.เจ. พลาสท์,1
187,MESATI_EX1410158925.jpg,ยูไนเต็ด อินฟอร์เมชั่น ไฮเวย์,1
188,MESATI_EX1410158954.jpg,Anantara Thailand Hotels,1
189,MESATI_EX1410158987.jpg,เบตตัน ดิกคิดสัน,1
190,MESATI_EX1410159004.jpg,Meiji,1
191,MESATI_EX1410159036.jpg,บจม.ซิโน-ไทย เอ็นจีเนียริ่ง,1
192,MESATI_EX1410159060.jpg,J.I.B.,1
193,MESATI_EX1410159090.jpg,ธนาคารกสิกรไทย สาขาแจ้งวัฒนะ,1
194,MESATI_EX1410159106.jpg,อาดิดาส,0
195,MESATI_EX1410159122.jpg,FANUC,1
196,MESATI_EX1410159158.jpg,พารากอน สตีลซัพพลายส์,1
197,MESATI_EX1410159180.jpg,Bangkok Airways,0
198,MESATI_EX1410159202.jpg,ไทยซูซูกิมอเตอร์,1
199,MESATI_EX1410159242.jpg,PTT Global Chemical PLC,1
200,MESATI_EX1410159264.jpg,ฟินิกซ์ คิวซี,1
201,MESATI_EX1410159289.jpg,ฐิติกร ธีรพัฒนาวงศ์,1
202,MESATI_EX1410159321.jpg,ทีเอสแอลออโต้ คอร์ปอร์เรชั่น,1
203,MESATI_EX1410159359.jpg,บีไลฟ์ น้ำดื่มกลุ่มโมเลกุลเล็ก,1
204,MESATI_EX1410159604.jpg,โรงพิมพ์ตะวันออก,1
205,MESATI_EX1410159623.jpg,Mercure,1
206,MESATI_EX1410159651.jpg,ธนาคารยูโอบี สาขาลาดพร้าว,1
207,MESATI_EX1410159684.jpg,ไทย ไพศาลสลักภัณฑ์,1
208,MESATI_EX1410159707.jpg,Philips,1
209,MESATI_EX1410159732.jpg,เมอร์เซเดส-เบนซ์,1
210,MESATI_EX1410159756.jpg,โตโยต้าเมืองนนท์,1
211,MESATI_EX1410159781.jpg,โชคชัยพืชผล,1
212,MESATI_EX1410159820.jpg,ประธานสโมสรเชียงรายยูไนเต็ด,1
213,MESATI_EX1410159849.jpg,The Post Bangkok,1
214,MESATI_EX1410159881.jpg,คณะกรรมการเครือข่ายผู้ปกครอง,1
215,MESATI_EX1410159903.jpg,รองกรรมการผู้จัดการอาวุโส,1
216,MESATI_EX1410159925.jpg,ธนาคาร อาร์ เอช บี,1
217,MESATI_EX1410159948.jpg,มูลนิธิราเคิล ออฟไลฟ์,1
218,MESATI_EX1410159966.jpg,นูแมพ จำกัด,1
219,MESATI_EX1410159991.jpg,รร.นานาชาติเซนต์สนีเฟ่นส์,1
240,MESATI_EX1412132693.jpg,บมจ.ซินเน็ค (ประเทศไทย),1
236,MESATI_EX1412132551.jpg,บริษัท โรงพิมพ์ตะวันออก จำกัด (มหาชน),1
233,MESATI_EX1412132455.jpg,"CEO , Emery Oleochemicals Group",1
364,MESATI_EX1435641952.jpg,"de botan Co.,Ltd.",0
288,MESATI_EX1416209750.png,ราชภัฏสวนดุสิต,1
224,MESATI_EX1410165391.jpg,โรงพิมพ์ตะวันออก,1
223,MESATI_EX1410165279.jpg,First One System,1
222,MESATI_EX1410161733.jpg,เครือเบทาโกร,1
226,MESATI_EX1410410040.jpg,ยูนิ-เพรสซิเดนท์ จำกัด,1
227,MESATI_EX1410410067.jpg,มั่งคงโลหะกิจ,1
228,MESATI_EX1411982421.jpg,บริษัท นิสสัน มอเตอร์ (ประเทศไทย) จํากัด,1
229,MESATI_EX1412069967.jpg,ตลาดหลักทรัพย์แห่งประเทศไทย,1
230,MESATI_EX1412070106.jpg,ตลาดหลักทรัพย์เอ็ม เอ ไอ,1
231,MESATI_EX1412070163.jpg,นิสสัน มอเตอร์ (ประเทศไทย) จํากัด,1
232,MESATI_EX1412072319.jpg,บมจ.ไลท์ติ้ง แอนด์ อีคริปเมนท์,1
242,MESATI_EX1412132834.jpg,บริษัท พารากอน สตีล เซอร์วิส เซ็นเตอร์ จำกัด,1
243,MESATI_EX1412132835.jpg,บริษัท พารากอน สตีล เซอร์วิส เซ็นเตอร์ จำกัด,1
244,MESATI_EX1412132893.jpg,บริษัท สยามฟาร์มาซูติคอล จำกัด,1
245,MESATI_EX1412132939.jpg,ESSO (THAILAND) PCL,1
246,MESATI_EX1412132972.jpg,Bangkok Airways,1
247,MESATI_EX1412132997.jpg,เครือเบทาโกร,1
248,MESATI_EX1412133041.jpg,ธนาคารไทยพาณิชย์ สนง.ธุรกิจพระราม 2,1
249,MESATI_EX1412133068.jpg,เชียงรายเครื่องครัว,1
250,MESATI_EX1412133126.jpg,บมจ.ไลท์ติ้ง แอนด์ อีควิปเมนท์,1
251,MESATI_EX1412133154.jpg,มูลนิธิมิราเคิล ออฟไลฟ์,1
253,MESATI_EX1412133306.jpg,ตลาดหลักทรัพย์แห่งประเทศไทย,1
254,MESATI_EX1412133735.jpg,บริษัท นิสสัน มอเตอร์ (ประเทศไทย) จำกัด,1
255,MESATI_EX1412822963.png,บริษัท คาโอ,1
256,MESATI_EX1412918487.png,ดร.พิพัฒน์ จันทร์เมฆา,1
260,MESATI_EX1413168153.png,เบลล่า ราณี,1
259,MESATI_EX1413168137.png,หมาก ปริญ,1
267,MESATI_EX1413874912.png,philips electronics (thailand) ltd,1
269,MESATI_EX1413884080.png,บริษัท คาร์บูติค จำกัด,1
264,MESATI_EX1413863922.png,บริษัท โรงพิมพ์ตะวันออก จำกัด,1
265,MESATI_EX1413863968.png,สำนักงานจัดซื้อเครือเบทาโกร,1
266,MESATI_EX1413864008.png,บริษัท มาเอคิ (ไทยแลนด์) จำกัด,1
270,MESATI_EX1414121071.png,บริษัท เอส.ซี.พี ไพพ์ แอนด์ สตีล อินดัสตรี้ จำกัด,1
271,MESATI_EX1414474120.png,บริษัท หยั่น หว่อ หยุ่น จำกัด,1
272,MESATI_EX1414474137.png,บริษัท ฟินิกซ์ คิวซี จำกัด,1
274,MESATI_EX1415154083.png,กลุ่มบริษัท ง่วนสูน,1
276,MESATI_EX1415679013.png,บริษัท ยูนิ-เพรสซิเดนท์ (ประเทศไทย) จํากัด,1
279,MESATI_EX1415683646.png, บริษัท ไร่ธัญญะ จำกัด,1
280,MESATI_EX1415766119.png,นายกสมาคมผู้ปกครองและครู รร.นวมินทราชินูทิศ,1
281,MESATI_EX1415766176.png,บมจ.คอมมิวนิเคชั่น แอนด์ ซิสเต็มส์ โซลูชั่น,1
282,MESATI_EX1415949203.png,เรือภูไบภัทรา 1,1
283,MESATI_EX1415949248.png,เรือภูไบภัทรา 2,1
284,MESATI_EX1415949311.png,เรือภูไบภัทรา 3,1
287,MESATI_EX1416206178.png,ราชภัฏสวนดุสิต,1
289,MESATI_EX1416283553.png,ราชภัฏสวนดุสิต,1
290,MESATI_EX1416283627.png,ราชภัฏสวนดุสิต,1
291,MESATI_EX1416283728.png,ราชภัฏสวนดุสิต,1
292,MESATI_EX1416538655.png,บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),1
293,MESATI_EX1416627927.png,บริษัท โพลีแมท จำกัด,1
294,MESATI_EX1416627965.png,บริษัท โอสถสภา จำกัด,1
295,MESATI_EX1417423597.png,กันตนา ครีเอทีฟ เซอร์วิส,1
301,MESATI_EX1417597874.png,เครือเบทาโกร,1
298,MESATI_EX1417590530.png,คุณกิตติภัต สุทธิสัมพัทน์,1
299,MESATI_EX1417590570.png,สำนักสรรหาและคัดเลือกทรัพยากรบุคคล,1
300,MESATI_EX1417591157.png,บริษัท แปซิฟิคโทรคมนาคมและโทรศัพท์ จำกัด,1
302,MESATI_EX1418114455.jpg,บริษัท ฮีดากา เมทัล เทรด จำกัด,1
303,MESATI_EX1418272145.png,Sukhothai Inter Law,1
304,MESATI_EX1418272197.png,สิงห์แดง 41,1
305,MESATI_EX1418272236.png,บริษัท แปซิฟิคโทรคมนาคมและโทรศัพท์ จำกัด,1
306,MESATI_EX1418272277.png,บริษัท ทีซีซี โลจิสติกส์ แอนด์ แวร์เฮ้าส์ จํากัด,0
307,MESATI_EX1418272314.png,บริษัท ยูนิค เอ็ม คอนสตรัคชั่น จํากัด,1
308,MESATI_EX1418352538.png,บริษัท โตโยต้าเมืองนนท์ จำกัด,0
309,MESATI_EX1418352588.png,SSI Schaefer,1
310,MESATI_EX1419478585.png,dorier (thailand) co. ltd,1
311,MESATI_EX1419478616.png,บบิ๊กดัชแมน,1
312,MESATI_EX1421918935.png,Mr.Kazuo Kaneko,1
313,MESATI_EX1421919137.png, บริษัท แปซิฟิคโทรคมนาคมและโทรศัพท์ จำกัด,1
314,MESATI_EX1421919169.png,เพื่อนวิศวะ รุ่น 4 ม.รังสิต,1
315,MESATI_EX1421919231.png,stephen international school,1
316,MESATI_EX1424156938.png,บมจ.ไลท์ติ้ง แอนด์ อีคริปเมนท์,1
317,MESATI_EX1424156987.png,"ies Impact Electrons Siam Co., Ltd.",1
318,MESATI_EX1424750645.png,บริษัท ซี เค ฟู้ดส์ พลิ่ซซิ่ง จำกัด,1
319,MESATI_EX1424750804.png,บริษัท เจเอสเอส โปรดักชั่น จำกัด,1
320,MESATI_EX1424750816.png,Big Dutchman.,1
324,MESATI_EX1426498235.png,dell corporation (thailand) co. ltd,0
323,MESATI_EX1425355503.png,บริษัท ซี เค ฟู้ดส์ พลิ่ซซิ่ง จำกัด,0
325,MESATI_EX1426672757.png,บริษัท ทีเอสแอล ออโต้ คอร์ปอเรชั่น จํากัด,0
326,MESATI_EX1426672803.png,ทีม HR STRATEGY AND POLICY SCB,0
328,MESATI_EX1427354063.png,สโมสรโรตารี วังทองหลาง,1
329,MESATI_EX1427961687.png,บริษัท ดันลอปไทร์ (ไทยแลนด์) จำกัด,0
330,MESATI_EX1427963045.png,มูลนิธิสวัสดิการอาจารย์และเจ้าหน้าที่ รร.เตรียมอุดมศึกษา,1
331,MESATI_EX1428371445.jpg,บมจ.ทาทา สตีล (ประเทศไทย),0
332,MESATI_EX1428371732.png,บริษัท เสนาดีเวลลอปเม้นท์ จำกัด (มหาชน),0
333,MESATI_EX1428371848.png,สำนักประชาสัมพันธ์สำนักงานศาลปกครอง,1
337,MESATI_EX1428650626.png,ชมรมฟุตบอลซีพีแรม,0
336,MESATI_EX1428372646.png,โดมทักษิณ มหาวิทยาลัยธรรมศาสตร์,1
338,MESATI_EX1428657202.png,บริษัท เจ.ไอ.บี คอมพิวเตอร์ กรุ๊ป จำกัด,0
339,MESATI_EX1429344716.jpg,บริษัท โตโยต้าภูมิพัฒนา จำกัด,1
340,MESATI_EX1429512143.png,บมจ. กรุงเทพประกันภัย,1
341,MESATI_EX1429523641.png,บริษัท สแตนดาร์ด แมนูแฟคเจอริ่ง จำกัด,1
342,MESATI_EX1429523675.png,บริษัท อัศว เม็ททอล (ไทยแลนด์) จำกัด,1
343,MESATI_EX1429584214.png,คจ. อันติโอเกียลาดพร้าว,1
344,MESATI_EX1429584245.png,คริสตจักรนิมิตใหม่,1
345,MESATI_EX1429584306.png,บริษัท แปซิฟิคโทรคมนาคมและโทรศัพท์ จำกัด,1
346,MESATI_EX1429584332.png,ยุทธยงค์ - โกสุม ลักขณานุกุล,1
347,MESATI_EX1430122793.jpg,บจม. TOT,1
348,MESATI_EX1430365756.png,บจม. TOT,0
349,MESATI_EX1432092546.jpg,พวงหรีด irpc,0
350,MESATI_EX1432968506.jpg,พวงหรีด ศัลยแพทย์ตกแต่งฯจุฬาฯรุ่น28,0
351,MESATI_EX1432968561.jpg,หน่วยศัลยศาสตร์ตกแต่ง รพ.สระบุรี,1
352,MESATI_EX1432968590.jpg,หน่วยศัลยศาสตร์ตกแต่ง รพ.ศูนย์ลำปาง,1
353,MESATI_EX1433930312.jpg,Phoenix QC,1
354,MESATI_EX1433930367.jpg,saint stephen internation school,1
355,MESATI_EX1433930387.jpg,fatima,0
356,MESATI_EX1433991942.jpg,bbc topgear,1
357,MESATI_EX1433991974.jpg,citibank,0
358,MESATI_EX1434082470.jpg,พวงหรีด ธนาคารกรุงเทพ,0
359,MESATI_EX1434120155.jpg,พวงหรีด คาราบาวแดง,0
360,MESATI_EX1434447732.jpg,พวงหรีด อัสสัมชัญคอนแวนต์รุ่น 86,1
363,MESATI_EX1434703308.jpg,พวงหรีด อิมแพ็ค เอ็กซิบิชั่น แมเนจเม้นท์,0
362,MESATI_EX1434702467.jpg,พวงหรีด จากเพื่อนพระหฤทัยคอนแวนต์,1
367,MESATI_EX1437627711.jpg, บจก. บางเขนฮอนด้าคาร์ส์  ,0
366,MESATI_EX1437618835.jpg,นายเสถียร เศรษฐสิทธิ คาราบาวกรุ๊ป,1
368,MESATI_EX1437809945.jpg,citibank N.A.,1
369,MESATI_EX1437809989.jpg,บริษัท เอ็น.อาร์.เอ็นจิเนียริ่ง(สุวรรณภูมิแอร์พอร์ต) จำกัด,0
370,MESATI_EX1437811406.jpg,ภัตตาคารศรีนิยมชลบุรี,1
371,MESATI_EX1437811434.jpg,สโมสรโรตารีชลบุรี ภาค 3340 RI,1
372,MESATI_EX1438655104.jpg,hitachi sales thailand,1
373,MESATI_EX1438657507.jpg,ดร.คงกระพัน อินทรแจ้ง,1
374,MESATI_EX1438657532.jpg,บริษัท อาร์พีซีจี จำกัด (มหาชน),0
375,MESATI_EX1438657654.jpg,so::on dry flower,1
376,MESATI_EX1438657671.jpg,วงดนตรีคาราบาว,0
377,MESATI_EX1440037323.jpg,พวงหรีด ericsson (Thailand),1
378,MESATI_EX1441341911.jpg,พวงหรีด บริษัท สงวนวงษ์อุตสาหกรรม จำกัด,0
379,MESATI_EX1441341928.jpg,พวงหรีด ไร่ทิพย์,0
380,MESATI_EX1441611649.jpg,พวงหรีด ธนา ทั่วประโคน ผู้อำนวยการประจำสนักงานผู้อำนวย Thai PBS,0
381,MESATI_EX1441611685.jpg,พวงหรีด พันเอก เคนอิชิโร คิโนะชิตะ ผู้ช่วยฑูตทหาร สถานฑูตญี่ปุ่น,1
382,MESATI_EX1441856576.jpg,พวงหรีด บริษัท โคเน่ จำกัด (มหาขน),1
383,MESATI_EX1443587911.jpg,พวงหรีดพนักงาน บริษัท คาร์บูติค จำกัด,0
384,MESATI_EX1443587941.jpg,พวงหรีด พนักงาน บริษัท ศรีนคร ออโต้พาร์ท จำกัด,0
385,MESATI_EX1443587974.jpg,"พวงหรีด shengthai brassware (thailand) co.,ltd",0
386,MESATI_EX1443588012.jpg,พวงหรีด บริษัท เจ.ไอ.บี. คอมพิวเตอร์ กรุ๊ป จำกัด,0
387,MESATI_EX1443588033.jpg,พวงหรีด ศิษย์เก่าโรงเรียนสตรีกุหลาบธนบุรี,0
388,MESATI_EX1443755463.jpg,พวงหรีด right man,0
389,MESATI_EX1444295137.jpg,บริษัท ร้อกเวิธ จำกัด (มหาชน),0
390,MESATI_EX1444295176.jpg,บริษัท สหร่วมวัสดุก่อสร้าง จำกัด,0
391,MESATI_EX1444295200.jpg,พวงหรีด new tv,0
392,MESATI_EX1444874672.jpg,พวงหรีด uob kayhian,0
394,MESATI_EX1445224854.jpg,พวงหรีด บริษัท บางกอกอินเตอร์เนชั่นแนล สโตน จำกัด,1
395,MESATI_EX1445224871.jpg,พวงหรีด embassy of japan,0
396,MESATI_EX1446431682.jpg,พวงหรีดสโมสรโรตารีกรุงเทพบางลำพู,1
397,MESATI_EX1446521784.jpg,พวงหรีด บริษัท ยูไนเต็ดฟู้ดส์ จำกัด (มหาชน),0
398,MESATI_EX1446521817.jpg,พวงหรีดสมาคมช่างเหมาไฟฟ้าและเครื่องกลไทย,0
399,MESATI_EX1449041845.jpg,พวงหรีด samsonite,0
400,MESATI_EX1449052722.jpg,พวงหรีด Modere,1
401,MESATI_EX1449052749.jpg,พวงหรีด innoplus,1
402,MESATI_EX1449132785.jpg,พวงหรีด กลุ่มงานสนับสนุนปฏิบัติการ PTTEP,1
403,MESATI_EX1449132812.jpg,พวงหรีด บริษัท เอไอเอ จำกัด,0
404,MESATI_EX1450086290.jpg,พวงหรีด สำนักจัดซื้อเครือเบทาโกร,1
405,MESATI_EX1450942517.jpg,พวงหรีด N.S.K. INTERPRODUCTS,0
406,MESATI_EX1455157161.jpg,พวงหรีด สายพิรุณ น้อยศิริ,1
407,MESATI_EX1457346982.jpg,พวงหรีด ท่านไชยไว ผู้ว่าการภาค,0
411,MESATI_EX1458716572.jpg,ทีมภาคนครหลวง 5 กรุงเทพประกันชีวิต,0
410,MESATI_EX1458716502.jpg,บริษัท บี-ควิก จำกัด,0
412,MESATI_EX1458720625.jpg,ช่างกลปทุมวัน รุ่น 55 แผนกยนต์,0
413,MESATI_EX1464947468.jpg,ดร. คงกระพัน อินทรแจ้ง,1
414,MESATI_EX1464947501.jpg,พวงหรีด บมจ. เอสโซ่ (ประเทศไทย),0
415,MESATI_EX1473320384.jpg,พวงหรีด บริษัท ไทยเบฟเวอเรจ จำกัด (มหาชน),0
416,MESATI_EX1473320426.jpg,พวงหรีด บริษัท สยามไดกิ้นเซลส์ จำกัด,0
417,MESATI_EX1473320493.jpg,"พวงหรีด Phoenix QC Co., Ltd.",1
418,MESATI_EX1474442363.jpg,พวงหรีดธนาคาร SCB,0
419,MESATI_EX1478590574.jpg,พวงหรีด บริษัท ไทยประกันชีวิต จำกัด,0
420,MESATI_EX1478590597.jpg,พวงหรีด บริษัท แปซิฟิคโทรคมนาคมและโทรศัพท์ จำกัด,0
421,MESATI_EX1478590659.jpg,พวงหรีด บมจ อลิอันซ์ อยุธยา ประกันชีวิต ,1
422,MESATI_EX1479180800.jpg,พวงหรีด บริษัท ฮอกไกโด โมริโมโตะ จำกัด,0
423,MESATI_EX1481009684.jpg,พวงหรีด บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,0
424,MESATI_EX1481009709.jpg,พวงหรีด บมจ.ธนาคารกรุงไทย,0
425,MESATI_EX1481357112.jpg,พวงหรีด อธิการบดีมหาวิทยาลัยหอการค้าไทย,0
426,MESATI_EX1482383274.jpg,พวงหรีด lenovo (thailand),0
427,MESATI_EX1482383294.jpg,พวงหรีด asus (thailand),0
428,MESATI_EX1483005957.jpg,นายเสถียร เศรษฐสิทธิ คาราบาวกรุ๊ป,0
429,MESATI_EX1484210028.jpg,พวงหรีดสิงห์แดง รุ่น 28,1
430,MESATI_EX1484210060.jpg,พวงหรีดสโมสร โรตารี ปทุมวัน,0
431,MESATI_EX1484210182.jpg,พวงหรีด APL logistics Svcs thailand,0
432,MESATI_EX1486374100.jpg,พวงหรีด บริษัท ไลน์ คอร์ปอเรชั่น จำกัด,0
433,MESATI_EX1486374135.jpg,พวงหรีด mol,1
434,MESATI_EX1486375381.jpg,พวงหรีด บมจ. กสท โทรคมนาคม,0
435,MESATI_EX1487329605.jpg,สภาอุตสาหกรรมท่องเที่ยวไทย,0
436,MESATI_EX1488365741.jpg,พวงหรีด ชมรมนิติโดม 141,0
437,MESATI_EX1488861094.jpg,พวงหรีด หลักสูตร the next real,1
438,MESATI_EX1490329084.jpg,พวงหรีด Mol,0
439,MESATI_EX1492486931.jpg,พวงหรีด มหาวิทยาลัยศรีปทุม,0
440,MESATI_EX1494923191.jpg,พวงหรีด บริษัท โรช ไดแอกโนสติกส์ (ประเทศไทย) จำกัด,0
443,MESATI_EX1495442732.jpg,พวงหรีด ไทยรุ่งยูเนี่ยนคาร์ จำกัด มหาชน,0
444,MESATI_EX1499685007.jpg,พวหรีด วารสารฯ ธรรมศาสตร์ รุ่น 55,0
445,MESATI_EX1499685023.jpg,พวงหรีด ธนกฤต ลิ้นทอง,0
446,MESATI_EX1499685038.jpg,ทีทีเอส,0
447,MESATI_EX1499685064.jpg,พวงหรีด มินลิเมด จำกัด,0
448,MESATI_EX1500540874.jpg,พวงหรีด ท่านนรนิติ เศรษฐบุตร,0
