cat_id,pro_id,shop_id,pro_pic,status,pro_name,pro_price,pro_detail
1,13,7,"หรีดm.jpg,",1,พวงหรีด 13,1200,<p>\r\n\tพวงหรีดดอกไม้สด<br />\r\n\tหมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p>\r\n<p>\r\n\t- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,14,7,"PROMESATI_1412655323.jpg,PROMESATI_1412655323_BIG.jpg",1,พวงหรีด 14,1200,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,15,4,"PROMESATI_1412655682.jpg,PROMESATI_1412655682_BIG.jpg",1,พวงหรีด 15,2000,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,16,7,"PROMESATI_1412655254.jpg,PROMESATI_1412655254_BIG.jpg",1,พวงหรีด 16,1000,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,49,7,"PROMESATI_1412655369.jpg,PROMESATI_1412655369_BIG.jpg,",1,พวงหรีด 49,1200,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,46,9,"PROMESATI_1407315439.jpg,,",1,พวงหรีด 47,5000,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,48,9,"PROMESATI_1412656014.jpg,PROMESATI_1412656014_BIG.jpg,",1,พวงหรีด 48,4000,<p>\r\n\tพวงหรีดดอกไม้สด<br />\r\n\tหมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p>\r\n<p>\r\n\t- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>\r\n\r\n
1,40,4,"PROMESATI_1412655834.jpg,PROMESATI_1412655834_BIG.jpg",1,พวงหรีด 40,2500,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,44,4,"PROMESATI_1412655722.jpg,PROMESATI_1412655722_BIG.jpg,",1,พวงหรีด 44,2000,<p>\r\n\tพวงหรีดดอกไม้สด<br />\r\n\tหมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p>\r\n<p>\r\n\t- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,45,4,"PROMESATI_1407314404.jpg,",1,พวงหรีด 45,5000,<p>\r\n\tพวงหรีดดอกไม้สด<br />\r\n\tหมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p>\r\n<p>\r\n\t- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>\r\n
1,37,4,PROMESATI_1407315164.jpg,1,พวงหรีด 37,1700,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
1,38,4,"PROMESATI_1412655569.jpg,PROMESATI_1412655569_BIG.jpg",1,พวงหรีด 38,1500,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
4,36,7,หรีด5 copy.jpg,0,พวงหรีด 36,1600,พวงหรีดดอกไม้จันทน์ และ ดอกไม้ประดิษฐ์
21,147,14,"PROMESATI_1465359412.jpg,PROMESATI_1465359412_BIG.jpg,,",1,แจกันดอกไม้ 08,2500,"<h3 style=""margin-right: 0px; margin-bottom: 0.8em; margin-left: 0px; padding: 0px; color: rgb(116, 115, 115); text-align: justify; border: 0px; font-weight: 400; vertical-align: baseline; line-height: 20px; text-rendering: optimizeLegibility; margin-top: 20px !important; font-family: Arundinamono !important; font-size: 20px !important; background-color: rgb(245, 246, 247);"">\n\t<span style=""color: rgb(0, 0, 0);""><span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">หมายเหตุ \xa0จำนวนและชนิดดอกไม้อาจเปลี่ยนแปลงตามฤดูกาล ทางร้านขอสงวนสิทธิ์ในการเปลี่ยนแปลงตามความเหมาะสม โดยไม่ต้องแจ้งให้ทราบล่วงหน้า ทั้งนี้จะไม่ให้คุณภาพของสินค้าโดยรวมเสียไป\xa0</span></span></span></h3>\n<p style=""margin: 12px 0px; padding: 0px; color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 13px; text-align: justify; background-color: rgb(245, 246, 247);"">\n\t<span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">- กรุณาสั่งซื้อล่วงหน้าอย่างน้อย 4 ชั่วโมง เพื่่อให้ทันกำหนดเวลาจัดส่ง พร้อมระบุชื่อผู้รับและเบอร์โทรให้ชัดเจน หากมีแผนที่สามารถส่งมาที่ Email. sales@mesati.com</span></span></p>\n"
1,146,14,"PROMESATI_1465278608.jpg,PROMESATI_1465278608_BIG.jpg,,,",1,พวงหรีด 46,6000,<p>\r\n\tพวงหรีดดอกไม้สด<br />\r\n\tหมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p>\r\n<p>\r\n\t- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ.</p>\r\n\r\n
1,50,7,PROMESATI_1407315280.jpg,1,พวงหรีด 11,1200,<p>พวงหรีดดอกไม้สด<br />หมายเหตุ - ในกรณีที่ดอกไม้หมด ทางเราจะแทนด้วยดอกไม้พันธุ์อื่น ภายในมูลค่าที่เท่าเทียมกัน - รูปแบบการจัด สีสัน อาจแตกต่างจากในรูปบ้าง</p><p>- พวงหรีดตจว.ราคาจะเริ่มที่ 1500 บาทขึ้นไป หากสถานที่จัดส่ง ไม่อยู่ ต.ในเมือง อ.เมือง ของจังหวัด กรุณาแอดไลน์ ID: @mesati.com  เพื่อเช็คสถานที่จัดส่งให้แน่นอน ว่าจัดส่งได้ตามนั้น ก่อนทำการสั่งซื้อ</p>
7,54,10,boat10.jpg,1,เรือลอยอังคาร 10 ที่นั่ง ณ วัดบางนางเกรง,3500,"<p>\r\n\t<a href=""http://www.mesati.com/assets/images/content/images/boatsample.jpg"" target=""_blank""><img src=""http://www.mesati.com/assets/images/content/images/boatsample.jpg"" width=""400"" /></a></p>\r\n<p>\r\n\t- เรือลอยอังคารจำนวน 10 ที่นั่ง มีเสื้อชูชีพ</p>\r\n<p>\r\n\t- พร้อมดอกไม้ธูปเทียนครบชุด<br />\r\n\t- เจ้าหน้าที่ประกอบพิธี<br />\r\n\t- ประกันอุบัติเหตุให้กับผู้ร่วมพิธีทุกคน<br />\r\n\t- บริการถ่ายรูปพิธีกรรมและนำมาลงในมีสติดอทคอม<br />\r\n\t<br />\r\n\t<span style=""color:#ff0000;""><strong>*หมายเหตุ </strong></span><strong>ควรจองเรือที่มีความจุพอดีกับจำนวนผู้โดยสาร หากจำนวนผู้โดยสารเกินความจุของเรือ จะไม่มีการออกเรือเด็ดขาด เพื่อความปลอดภัยของผู้ร่วมพิธี</strong></p>\r\n<p>\r\n\t<strong><u>สถานที่ลอยอังคาร</u></strong><br />\r\n\tท่าน้ำวัดบางเกรง อ.เมือง จ.สมุทรปราการ</p>\r\n<p>\r\n\t<strong><u>แผนที่ทางไปท่าเรือ</u></strong></p>\r\n<div id=""map_canvas"" style=""width: 400px; height: 400px"">\r\n\t\xa0</div>\r\n"
7,55,10,"boat30.jpg,",1,เรือลอยอังคาร 30 ที่นั่ง พร้อมเครื่องประกอบพิธีกรรม <br />ณ วัดบางนางเกรง,5000,"<p>\r\n\t<a href=""http://www.mesati.com/assets/images/content/images/boatsample.jpg"" target=""_blank""><img src=""http://www.mesati.com/assets/images/content/images/boatsample.jpg"" width=""400"" /></a></p>\r\n<p>\r\n\t- เรือลอยอังคารจำนวน 30 ที่นั่ง มีเสื้อชูชีพ<br />\r\n\t- พร้อมดอกไม้ธูปเทียนครบชุด<br />\r\n\t- เจ้าหน้าที่ประกอบพิธี<br />\r\n\t- ประกันอุบัติเหตุให้กับผู้ร่วมพิธีทุกคน<br />\r\n\t- บริการถ่ายรูปพิธีกรรมและนำมาลงในมีสติดอทคอม<br />\r\n\t<br />\r\n\t<span style=""color:#ff0000;""><strong>*หมายเหตุ </strong></span><strong>ควรจองเรือที่มีความจุพอดีกับจำนวนผู้โดยสาร หากจำนวนผู้โดยสารเกินความจุของเรือ จะไม่มีการออกเรือเด็ดขาด เพื่อความปลอดภัยของผู้ร่วมพิธี</strong></p>\r\n<p>\r\n\t<strong><u>สถานที่ลอยอังคาร</u></strong><br />\r\n\tท่าน้ำวัดบางเกรง อ.เมือง จ.สมุทรปราการ</p>\r\n<p>\r\n\t<strong><u>แผนที่ทางไปท่าเรือ</u></strong></p>\r\n<div id=""map_canvas"" style=""width: 400px; height: 400px"">\r\n\t\xa0</div>\r\n"
7,56,10,"boat60.jpg,",1,เรือลอยอังคาร 50 ที่นั่ง พร้อมเครื่องประกอบพิธีกรรม <br />ณ วัดบางนางเกรง,6500,"<p>\r\n\t<a href=""http://www.mesati.com/assets/images/content/images/boatsample.jpg"" target=""_blank""><img src=""http://www.mesati.com/assets/images/content/images/boatsample.jpg"" width=""400"" /></a></p>\r\n<p>\r\n\t- เรือลอยอังคารจำนวน 60 ที่นั่ง มีเสื้อชูชีพ<br />\r\n\t- พร้อมดอกไม้ธูปเทียนครบชุด<br />\r\n\t- เจ้าหน้าที่ประกอบพิธี<br />\r\n\t- ประกันอุบัติเหตุให้กับผู้ร่วมพิธีทุกคน<br />\r\n\t- บริการถ่ายรูปพิธีกรรมและนำมาลงในมีสติดอทคอม<br />\r\n\t<br />\r\n\t<span style=""color:#ff0000;""><strong>*หมายเหตุ </strong></span><strong>ควรจองเรือที่มีความจุพอดีกับจำนวนผู้โดยสาร หากจำนวนผู้โดยสารเกินความจุของเรือ จะไม่มีการออกเรือเด็ดขาด เพื่อความปลอดภัยของผู้ร่วมพิธี</strong></p>\r\n<p>\r\n\t<strong><u>สถานที่ลอยอังคาร</u></strong><br />\r\n\tท่าน้ำวัดบางเกรง อ.เมือง จ.สมุทรปราการ</p>\r\n<p>\r\n\t<strong><u>แผนที่ทางไปท่าเรือ</u></strong></p>\r\n<div id=""map_canvas"" style=""width: 400px; height: 400px"">\r\n\t </div>\r\n              "
28,136,7,"PROMESATI_1453980126.jpg,PROMESATI_1453980126_BIG.jpg,,,",0,พวงหรีดต้นไม้ 1,1200,"<h3 style=""margin-right: 0px; margin-bottom: 0.8em; margin-left: 0px; padding: 0px; color: rgb(116, 115, 115); text-align: justify; border: 0px; font-weight: 400; vertical-align: baseline; line-height: 20px; text-rendering: optimizeLegibility; margin-top: 20px !important; font-family: Arundinamono !important; font-size: 20px !important; background-color: rgb(245, 246, 247);"">\n\tพวงหรีดต้นไม้</h3>\n<h3 style=""margin-right: 0px; margin-bottom: 0.8em; margin-left: 0px; padding: 0px; color: rgb(116, 115, 115); text-align: justify; border: 0px; font-weight: 400; vertical-align: baseline; line-height: 20px; text-rendering: optimizeLegibility; margin-top: 20px !important; font-family: Arundinamono !important; font-size: 20px !important; background-color: rgb(245, 246, 247);"">\n\t<span style=""color: rgb(0, 0, 0);""><span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">หมายเหตุ \xa0ทางร้านขอสงวนสิทธิ์ในการเปลี่ยนแปลงตามความเหมาะสม โดยไม่ต้องแจ้งให้ทราบล่วงหน้า ทั้งนี้จะไม่ให้คุณภาพของสินค้าโดยรวมเสียไป\xa0</span></span></span></h3>\n<p style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; margin: 12px 0px; padding: 0px; color: rgb(0, 0, 0); text-align: justify; background-color: rgb(245, 246, 247);"">\n\t<span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">- กรุณาสั่งซื้อล่วงหน้าอย่างน้อย 4 ชั่วโมง เพื่่อให้ทันกำหนดเวลาจัดส่ง พร้อมระบุชื่อผู้รับและเบอร์โทรให้ชัดเจน หากมีแผนที่สามารถส่งมาที่ Email. sales@mesati.com</span></span></p>\n"
